Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
AMIGO2	ENST00000266581.4	adhesion molecule with Ig-like domain 2 	860	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
BMPR2	ENST00000374574.2	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	287	1	0	0	1	2	mmu-miR-370-3p				-0.07	-0.14	N/A
SEPT7	ENST00000435235.1	septin 7 	97	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.08	N/A
ANGEL1	ENST00000251089.2	angel homolog 1 (Drosophila) 	299	2	0	1	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
VANGL1	ENST00000355485.2	VANGL planar cell polarity protein 1 	721	3	1	0	2	0	mmu-miR-370-3p				-0.07	-0.11	N/A
CDK5R1	ENST00000313401.3	cyclin-dependent kinase 5, regulatory subunit 1 (p35) 	335	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
TEF	ENST00000266304.4	thyrotrophic embryonic factor 	60	2	0	2	0	1	mmu-miR-370-3p				-0.07	-0.07	N/A
NKX6-2	ENST00000368592.5	NK6 homeobox 2 	17	1	1	0	0	1	mmu-miR-370-3p				-0.07	-0.34	N/A
JHDM1D	ENST00000397560.2	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae) 	470	1	0	1	0	1	mmu-miR-370-3p				-0.07	-0.08	N/A
RIOK3	ENST00000339486.3	RIO kinase 3 	757	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
ZCCHC4	ENST00000302874.4	zinc finger, CCHC domain containing 4 	199	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
SOX12	ENST00000342665.2	SRY (sex determining region Y)-box 12 	6341	0	0	0	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
FAM53A	ENST00000489363.1	family with sequence similarity 53, member A 	50	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
SLFN5	ENST00000299977.4	schlafen family member 5 	195	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.12	N/A
COL3A1	ENST00000304636.3	collagen, type III, alpha 1 	215	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.19	N/A
THAP2	ENST00000308086.2	THAP domain containing, apoptosis associated protein 2 	109	2	0	1	1	0	mmu-miR-370-3p				-0.07	-0.12	N/A
LRRC59	ENST00000225972.7	leucine rich repeat containing 59 	27064	1	0	1	0	1	mmu-miR-370-3p				-0.07	-0.08	N/A
RNF2	ENST00000367510.3	ring finger protein 2 	414	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.10	N/A
GUF1	ENST00000281543.5	GUF1 GTPase homolog (S. cerevisiae) 	110	2	0	0	2	0	mmu-miR-370-3p				-0.07	-0.21	N/A
SYNJ1	ENST00000357345.3	synaptojanin 1 	143	2	0	1	1	0	mmu-miR-370-3p				-0.07	-0.08	N/A
TANGO6	ENST00000261778.1	transport and golgi organization 6 homolog (Drosophila) 	143	0	0	0	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
PAX8	ENST00000263335.7	paired box 8 	11	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
GRAP2	ENST00000344138.4	GRB2-related adaptor protein 2 	5	2	0	1	1	6	mmu-miR-370-3p				-0.07	-0.08	N/A
GRB2	ENST00000392563.1	growth factor receptor-bound protein 2 	2660	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.07	N/A
PPM1H	ENST00000228705.6	protein phosphatase, Mg2+/Mn2+ dependent, 1H 	45	1	0	1	0	1	mmu-miR-370-3p				-0.07	-0.07	N/A
PTGIS	ENST00000244043.4	prostaglandin I2 (prostacyclin) synthase 	192	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.07	N/A
COL26A1	ENST00000313669.7	collagen, type XXVI, alpha 1 	223	1	1	0	0	1	mmu-miR-370-3p				-0.07	-0.19	N/A
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
PCDH12	ENST00000231484.3	protocadherin 12 	5	2	0	0	2	0	mmu-miR-370-3p				-0.07	-0.07	N/A
ZNF322	ENST00000415922.2	zinc finger protein 322 	5	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
MUC21	ENST00000376296.3	mucin 21, cell surface associated 	5	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
PLA2G15	ENST00000566188.1	phospholipase A2, group XV 	2670	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
TMEM192	ENST00000306480.6	transmembrane protein 192 	278	1	1	0	0	0	mmu-miR-370-3p				-0.07	-0.35	N/A
NOLC1	ENST00000405356.1	nucleolar and coiled-body phosphoprotein 1 	375	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.19	N/A
PCGF5	ENST00000336126.5	polycomb group ring finger 5 	176	2	0	1	1	1	mmu-miR-370-3p				-0.07	-0.14	N/A
CDON	ENST00000392693.3	cell adhesion associated, oncogene regulated 	173	3	1	2	0	0	mmu-miR-370-3p				-0.07	-0.09	N/A
TXN2	ENST00000216185.2	thioredoxin 2 	3060	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
GALNT10	ENST00000297107.6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) 	3445	3	0	3	0	1	mmu-miR-370-3p				-0.07	-0.07	N/A
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	2	1	0	1	1	mmu-miR-370-3p				-0.07	-0.09	N/A
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	3	0	2	1	1	mmu-miR-370-3p				-0.07	-0.14	N/A
DNAJC18	ENST00000302060.5	DnaJ (Hsp40) homolog, subfamily C, member 18 	253	3	0	2	1	1	mmu-miR-370-3p				-0.07	-0.26	N/A
RIC8B	ENST00000392837.4	RIC8 guanine nucleotide exchange factor B 	49	3	0	1	2	0	mmu-miR-370-3p				-0.07	-0.21	N/A
SKIDA1	ENST00000449193.2	SKI/DACH domain containing 1 	18	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.10	N/A
KIAA0247	ENST00000342745.4	KIAA0247 	161	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.07	N/A
MOCS1	ENST00000373186.4	molybdenum cofactor synthesis 1 	179	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
NFAM1	ENST00000329021.5	NFAT activating protein with ITAM motif 1 	7	1	0	1	0	2	mmu-miR-370-3p				-0.07	-0.07	N/A
SNAI1	ENST00000244050.2	snail family zinc finger 1 	486	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
KCNJ15	ENST00000328656.4	potassium inwardly-rectifying channel, subfamily J, member 15 	5	1	0	0	1	3	mmu-miR-370-3p				-0.07	-0.07	N/A
ARHGEF16	ENST00000378378.4	Rho guanine nucleotide exchange factor (GEF) 16 	72	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
SMIM13	ENST00000416247.2	small integral membrane protein 13 	199	1	0	1	0	1	mmu-miR-370-3p				-0.07	-0.16	N/A
TMED7-TICAM2	ENST00000333314.3	TMED7-TICAM2 readthrough 	202	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.07	N/A
FBLN2	ENST00000404922.3	fibulin 2 	59	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
TRIOBP	ENST00000406386.3	TRIO and F-actin binding protein 	1545	2	1	0	1	1	mmu-miR-370-3p				-0.07	-0.56	N/A
CLIC6	ENST00000360731.3	chloride intracellular channel 6 	16	2	1	0	1	0	mmu-miR-370-3p				-0.07	-0.13	N/A
ATP8A2	ENST00000381655.2	ATPase, aminophospholipid transporter, class I, type 8A, member 2 	22	1	1	0	0	2	mmu-miR-370-3p				-0.07	-0.14	N/A
LDHA	ENST00000227157.4	lactate dehydrogenase A 	375	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.17	N/A
MAGT1	ENST00000358075.6	magnesium transporter 1 	937	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
TBCK	ENST00000273980.5	TBC1 domain containing kinase 	20	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
GPR114	ENST00000340339.4	G protein-coupled receptor 114 	5	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
ITM2C	ENST00000326407.6	integral membrane protein 2C 	67220	1	1	0	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
SLC4A1	ENST00000262418.6	solute carrier family 4 (anion exchanger), member 1 	5	1	1	0	0	1	mmu-miR-370-3p				-0.07	-0.07	N/A
SQSTM1	ENST00000389805.4	sequestosome 1 	5047	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
KCNJ2	ENST00000243457.3	potassium inwardly-rectifying channel, subfamily J, member 2 	5	2	0	2	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
R3HCC1	ENST00000265806.6	R3H domain and coiled-coil containing 1 	112	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
CADM2	ENST00000383699.3	cell adhesion molecule 2 	5	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
WNT7A	ENST00000285018.4	wingless-type MMTV integration site family, member 7A 	5	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
JMJD8	ENST00000412368.2	jumonji domain containing 8 	164	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
MTOR	ENST00000376838.1	mechanistic target of rapamycin (serine/threonine kinase) 	653	1	0	1	0	2	mmu-miR-370-3p				-0.07	-0.07	N/A
TSPAN3	ENST00000267970.4	tetraspanin 3 	9328	2	1	0	1	2	mmu-miR-370-3p				-0.07	-0.47	N/A
FBN2	ENST00000262464.4	fibrillin 2 	167	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
CLSTN2	ENST00000458420.3	calsyntenin 2 	119	3	0	1	2	4	mmu-miR-370-3p				-0.07	-0.08	N/A
VPS37C	ENST00000301765.5	vacuolar protein sorting 37 homolog C (S. cerevisiae) 	3267	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
CHST4	ENST00000338482.5	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4 	15	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
NKAIN1	ENST00000373736.2	Na+/K+ transporting ATPase interacting 1 	10	1	0	0	1	1	mmu-miR-370-3p				-0.07	-0.07	N/A
NIPAL4	ENST00000311946.7	NIPA-like domain containing 4 	17	1	0	1	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
DRAXIN	ENST00000294485.5	dorsal inhibitory axon guidance protein 	5	2	0	1	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
MIDN	ENST00000591446.2	midnolin 	621	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
EIF2B2	ENST00000266126.5	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa 	1210	0	0	0	0	0	mmu-miR-370-3p				-0.07	-0.07	N/A
KREMEN2	ENST00000572045.1	kringle containing transmembrane protein 2 	23	1	0	0	1	0	mmu-miR-370-3p				-0.07	-0.07	N/A
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	2	1	1	0	0	mmu-miR-370-3p				-0.06	-0.32	N/A
NUP43	ENST00000367403.3	nucleoporin 43kDa 	113	0	0	0	0	0	mmu-miR-370-3p				-0.06	-0.34	N/A
SLC39A14	ENST00000381237.1	solute carrier family 39 (zinc transporter), member 14 	2413	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.07	N/A
MAP4K5	ENST00000013125.4	mitogen-activated protein kinase kinase kinase kinase 5 	634	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.07	N/A
RNFT2	ENST00000319176.7	ring finger protein, transmembrane 2 	46	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.08	N/A
ABHD2	ENST00000352732.5	abhydrolase domain containing 2 	210	1	0	1	0	3	mmu-miR-370-3p				-0.06	-0.07	N/A
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
MAP2K7	ENST00000397981.3	mitogen-activated protein kinase kinase 7 	164	0	0	0	0	2	mmu-miR-370-3p				-0.06	-0.06	N/A
PHYHIPL	ENST00000373880.4	phytanoyl-CoA 2-hydroxylase interacting protein-like 	26	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.17	N/A
PLEKHD1	ENST00000322564.7	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1 	5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
PAQR3	ENST00000512733.1	progestin and adipoQ receptor family member III 	217	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
PRSS33	ENST00000576886.1	protease, serine, 33 	5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
IL10RA	ENST00000227752.3	interleukin 10 receptor, alpha 	5	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
RSPH3	ENST00000367069.2	radial spoke 3 homolog (Chlamydomonas) 	59	3	0	2	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
LPIN2	ENST00000261596.4	lipin 2 	376	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
FAM98A	ENST00000403368.1	family with sequence similarity 98, member A 	89	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
KIAA1407	ENST00000295878.3	KIAA1407 	44	2	0	2	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
TRAK2	ENST00000332624.3	trafficking protein, kinesin binding 2 	353	1	1	0	0	1	mmu-miR-370-3p				-0.06	-0.11	N/A
STX17	ENST00000259400.6	syntaxin 17 	510	3	0	2	1	1	mmu-miR-370-3p				-0.06	-0.12	N/A
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	3	0	2	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
CHAMP1	ENST00000361283.1	chromosome alignment maintaining phosphoprotein 1 	712	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
ZC3H13	ENST00000242848.4	zinc finger CCCH-type containing 13 	229	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.17	N/A
FRAT1	ENST00000371021.3	frequently rearranged in advanced T-cell lymphomas 	631	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
AMER2	ENST00000357816.2	APC membrane recruitment protein 2 	7	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.08	N/A
PLXND1	ENST00000393239.1	plexin D1 	211	0	0	0	0	0	mmu-miR-370-3p				-0.06	-0.07	N/A
PFKFB2	ENST00000367080.3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 	83	3	1	0	2	0	mmu-miR-370-3p				-0.06	-0.06	N/A
NFASC	ENST00000401399.1	neurofascin 	10	2	0	2	0	3	mmu-miR-370-3p				-0.06	-0.06	N/A
FAM124A	ENST00000322475.8	family with sequence similarity 124A 	5	1	1	0	0	2	mmu-miR-370-3p				-0.06	-0.06	N/A
DDX31	ENST00000372159.3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 	174	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.15	N/A
NR4A3	ENST00000330847.1	nuclear receptor subfamily 4, group A, member 3 	244	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.11	N/A
MED29	ENST00000315588.5	mediator complex subunit 29 	2453	0	0	0	0	0	mmu-miR-370-3p				-0.06	-0.11	N/A
DNAJA3	ENST00000262375.6	DnaJ (Hsp40) homolog, subfamily A, member 3 	3281	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
PLEKHG5	ENST00000377725.1	pleckstrin homology domain containing, family G (with RhoGef domain) member 5 	284	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
C15orf53	ENST00000318792.1	chromosome 15 open reading frame 53 	5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ZC3H12D	ENST00000416573.2	zinc finger CCCH-type containing 12D 	13	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
NINL	ENST00000278886.6	ninein-like 	121	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
VANGL2	ENST00000368061.2	VANGL planar cell polarity protein 2 	560	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
KIAA1644	ENST00000381176.4	KIAA1644 	10	1	0	0	1	3	mmu-miR-370-3p				-0.06	-0.13	N/A
OXR1	ENST00000312046.6	oxidation resistance 1 	27	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
HEMK1	ENST00000232854.4	HemK methyltransferase family member 1 	99	3	0	1	2	3	mmu-miR-370-3p				-0.06	-0.16	N/A
BRD3	ENST00000303407.7	bromodomain containing 3 	77	2	0	2	0	0	mmu-miR-370-3p				-0.06	-0.08	N/A
ANKRD33B	ENST00000296657.5	ankyrin repeat domain 33B 	9	2	1	1	0	2	mmu-miR-370-3p				-0.06	-0.15	N/A
RABGEF1	ENST00000284957.5	RAB guanine nucleotide exchange factor (GEF) 1 	289	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.09	N/A
ASB1	ENST00000264607.4	ankyrin repeat and SOCS box containing 1 	408	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.14	N/A
OXSR1	ENST00000311806.3	oxidative stress responsive 1 	1790	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
PPP1R3D	ENST00000370996.3	protein phosphatase 1, regulatory subunit 3D 	132	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.07	N/A
KNOP1	ENST00000219837.7	lysine-rich nucleolar protein 1 	157	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.10	N/A
TTC14	ENST00000412756.2	tetratricopeptide repeat domain 14 	99	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
ITPK1	ENST00000267615.6	inositol-tetrakisphosphate 1-kinase 	60	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
DEPDC5	ENST00000382105.2	DEP domain containing 5 	221	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
LRRC15	ENST00000347624.3	leucine rich repeat containing 15 	12	1	0	1	0	2	mmu-miR-370-3p				-0.06	-0.06	N/A
RBL2	ENST00000262133.6	retinoblastoma-like 2 (p130) 	108	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
MAPRE3	ENST00000233121.2	microtubule-associated protein, RP/EB family, member 3 	303	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
POU2F2	ENST00000342301.4	POU class 2 homeobox 2 	5	2	0	1	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
HEATR1	ENST00000366582.3	HEAT repeat containing 1 	282	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.17	N/A
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	4	1	1	2	1	mmu-miR-370-3p				-0.06	-0.07	N/A
GID8	ENST00000266069.3	GID complex subunit 8 	515	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.15	N/A
GALNT2	ENST00000366672.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) 	2834	1	1	0	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
UPF1	ENST00000262803.5	UPF1 regulator of nonsense transcripts homolog (yeast) 	513	0	0	0	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ADNP2	ENST00000262198.4	ADNP homeobox 2 	808	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.07	N/A
ARF6	ENST00000298316.5	ADP-ribosylation factor 6 	31	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.07	N/A
FRS2	ENST00000550389.1	fibroblast growth factor receptor substrate 2 	176	1	0	1	0	2	mmu-miR-370-3p				-0.06	-0.13	N/A
EGFLAM	ENST00000322350.5	EGF-like, fibronectin type III and laminin G domains 	123	2	0	1	1	0	mmu-miR-370-3p				-0.06	-0.08	N/A
EGFR	ENST00000275493.2	epidermal growth factor receptor 	632	1	0	0	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
AMIGO1	ENST00000369864.4	adhesion molecule with Ig-like domain 1 	167	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
KCNA1	ENST00000382545.3	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) 	5	3	1	1	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
LRRC20	ENST00000355790.4	leucine rich repeat containing 20 	159	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
C19orf26	ENST00000590083.1	chromosome 19 open reading frame 26 	24	2	1	0	1	3	mmu-miR-370-3p				-0.06	-0.06	N/A
SLC8A2	ENST00000236877.6	solute carrier family 8 (sodium/calcium exchanger), member 2 	5	2	2	0	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
GGA1	ENST00000343632.4	golgi-associated, gamma adaptin ear containing, ARF binding protein 1 	325	1	1	0	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
SHROOM1	ENST00000378679.3	shroom family member 1 	150	3*	0	1	1	0	mmu-miR-370-3p				-0.06	-0.28	N/A
MS4A15	ENST00000337911.4	membrane-spanning 4-domains, subfamily A, member 15 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
VWC2L	ENST00000427124.1	von Willebrand factor C domain containing protein 2-like 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ZMIZ1	ENST00000334512.5	zinc finger, MIZ-type containing 1 	568	3	0	3	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
TJP1	ENST00000346128.6	tight junction protein 1 	140	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.16	N/A
FER	ENST00000281092.4	fer (fps/fes related) tyrosine kinase 	665	3	1	1	1	2	mmu-miR-370-3p				-0.06	-0.06	N/A
MICAL2	ENST00000379612.3	microtubule associated monooxygenase, calponin and LIM domain containing 2 	1742	3	0	3	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
CLPB	ENST00000294053.3	ClpB caseinolytic peptidase B homolog (E. coli) 	476	3	1	2	0	0	mmu-miR-370-3p				-0.06	-0.22	N/A
DUSP16	ENST00000298573.4	dual specificity phosphatase 16 	444	2	0	1	1	0	mmu-miR-370-3p				-0.06	-0.13	N/A
RP11-644F5.10	ENST00000550412.1	Uncharacterized protein  	265	0	0	0	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
MAPRE1	ENST00000375571.5	microtubule-associated protein, RP/EB family, member 1 	39	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.09	N/A
ATF2	ENST00000487334.2	activating transcription factor 2 	123	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.10	N/A
SS18L1	ENST00000331758.3	synovial sarcoma translocation gene on chromosome 18-like 1 	274	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.07	N/A
ANTXR2	ENST00000403729.2	anthrax toxin receptor 2 	51	2	0	0	2	1	mmu-miR-370-3p				-0.06	-0.12	N/A
CHST3	ENST00000373115.4	carbohydrate (chondroitin 6) sulfotransferase 3 	217	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
CARHSP1	ENST00000396593.2	calcium regulated heat stable protein 1, 24kDa 	113	2	1	1	0	1	mmu-miR-370-3p				-0.06	-0.42	N/A
NXN	ENST00000575801.1	nucleoredoxin 	811	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
PPT1	ENST00000433473.3	palmitoyl-protein thioesterase 1 	1961	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
CXCR1	ENST00000295683.2	chemokine (C-X-C motif) receptor 1 	5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
GABRB2	ENST00000393959.1	gamma-aminobutyric acid (GABA) A receptor, beta 2 	5	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
ENOX1	ENST00000261488.6	ecto-NOX disulfide-thiol exchanger 1 	41	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
KERA	ENST00000266719.3	keratocan 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
BCL2L1	ENST00000376062.2	BCL2-like 1 	7726	2	0	2	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
FSCN1	ENST00000382361.3	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus) 	192	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
LACC1	ENST00000325686.6	laccase (multicopper oxidoreductase) domain containing 1 	15	1	0	0	1	2	mmu-miR-370-3p				-0.06	-0.06	N/A
GPR116	ENST00000283296.7	G protein-coupled receptor 116 	5	1	0	0	1	0	mmu-miR-370-3p				-0.06	-0.06	N/A
SPNS2	ENST00000329078.3	spinster homolog 2 (Drosophila) 	7	2	0	2	0	0	mmu-miR-370-3p				-0.06	-0.08	N/A
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	0	0	1	2	mmu-miR-370-3p				-0.06	-0.06	N/A
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	1	0	0	1	3	mmu-miR-370-3p				-0.06	-0.14	N/A
INHBA	ENST00000242208.4	inhibin, beta A 	1260	2	0	0	2	0	mmu-miR-370-3p				-0.06	-0.06	N/A
ZDHHC3	ENST00000296127.3	zinc finger, DHHC-type containing 3 	426	3	1	2	0	1	mmu-miR-370-3p				-0.06	-0.20	N/A
NKTR	ENST00000232978.8	natural killer-tumor recognition sequence 	798	3	0	3	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
WASF2	ENST00000536657.1	WAS protein family, member 2 	311	2	0	2	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
PTEN	ENST00000371953.3	phosphatase and tensin homolog 	118	1	0	0	1	2	mmu-miR-370-3p				-0.06	-0.09	N/A
ZKSCAN8	ENST00000330236.6	zinc finger with KRAB and SCAN domains 8 	281	1	0	1	0	1	mmu-miR-370-3p				-0.06	-0.06	N/A
EXOC6B	ENST00000272427.6	exocyst complex component 6B 	106	2	0	1	1	1	mmu-miR-370-3p				-0.06	-0.06	N/A
DAAM2	ENST00000538976.1	dishevelled associated activator of morphogenesis 2 	5	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
MLIP	ENST00000274897.5	muscular LMNA-interacting protein 	8	2	0	1	1	0	mmu-miR-370-3p				-0.06	-0.08	N/A
ITGA11	ENST00000423218.2	integrin, alpha 11 	390	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
NUAK1	ENST00000261402.2	NUAK family, SNF1-like kinase, 1 	489	2	0	0	2	2	mmu-miR-370-3p				-0.06	-0.06	N/A
AL354898.1	ENST00000277491.7		5	1	0	1	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
SLC4A4	ENST00000340595.3	solute carrier family 4 (sodium bicarbonate cotransporter), member 4 	400	1	1	0	0	0	mmu-miR-370-3p				-0.06	-0.06	N/A
