Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ATAD1	ENST00000308448.7	ATPase family, AAA domain containing 1 	276	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.18	N/A
NOTCH2	ENST00000256646.2	notch 2 	734	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.14	N/A
KAT6A	ENST00000265713.2	K(lysine) acetyltransferase 6A 	21	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.24	N/A
CYP26B1	ENST00000001146.2	cytochrome P450, family 26, subfamily B, polypeptide 1 	1315	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.14	N/A
CPOX	ENST00000264193.2	coproporphyrinogen oxidase 	377	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.14	N/A
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.17	N/A
HRK	ENST00000257572.5	harakiri, BCL2 interacting protein (contains only BH3 domain) 	19	1	0	1	0	0	mmu-miR-483-5p				-0.14	-0.20	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	2	0	1	1	0	mmu-miR-483-5p				-0.13	-0.26	N/A
MCAM	ENST00000392814.1	melanoma cell adhesion molecule 	398	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.13	N/A
LMO4	ENST00000370544.5	LIM domain only 4 	294	1	0	1	0	1	mmu-miR-483-5p				-0.13	-0.24	N/A
CENPN	ENST00000305850.5	centromere protein N 	532	1	1	0	0	0	mmu-miR-483-5p				-0.13	-0.76	N/A
ST7L	ENST00000360743.4	suppression of tumorigenicity 7 like 	45	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.30	N/A
MATN1	ENST00000373765.4	matrilin 1, cartilage matrix protein 	5	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.13	N/A
SETD1B	ENST00000267197.5	SET domain containing 1B 	703	1	0	1	0	2	mmu-miR-483-5p				-0.13	-0.13	N/A
CELF1	ENST00000395290.2	CUGBP, Elav-like family member 1 	153	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.15	N/A
KAT6B	ENST00000287239.4	K(lysine) acetyltransferase 6B 	266	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.13	N/A
ISLR2	ENST00000361742.3	immunoglobulin superfamily containing leucine-rich repeat 2 	5	1	0	0	1	0	mmu-miR-483-5p				-0.13	-0.13	N/A
KCNK12	ENST00000327876.4	potassium channel, subfamily K, member 12 	5	1	0	0	1	0	mmu-miR-483-5p				-0.13	-0.13	N/A
SLC12A6	ENST00000397707.2	solute carrier family 12 (potassium/chloride transporter), member 6 	17	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.24	N/A
MTSS1L	ENST00000338779.6	metastasis suppressor 1-like 	2982	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.13	N/A
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	2	0	1	1	2	mmu-miR-483-5p				-0.13	-0.13	N/A
OTUD3	ENST00000375120.3	OTU domain containing 3 	438	1	0	1	0	0	mmu-miR-483-5p				-0.13	-0.13	N/A
RNMT	ENST00000383314.2	RNA (guanine-7-) methyltransferase 	64	1	0	1	0	1	mmu-miR-483-5p				-0.13	-0.19	N/A
RPS6KC1	ENST00000366960.3	ribosomal protein S6 kinase, 52kDa, polypeptide 1 	57	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
NAA15	ENST00000296543.5	N(alpha)-acetyltransferase 15, NatA auxiliary subunit 	546	1	0	0	1	0	mmu-miR-483-5p				-0.12	-0.12	N/A
AVEN	ENST00000306730.3	apoptosis, caspase activation inhibitor 	230	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
WNK2	ENST00000395475.2	WNK lysine deficient protein kinase 2 	134	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
FBXL4	ENST00000369244.2	F-box and leucine-rich repeat protein 4 	321	1	0	0	1	0	mmu-miR-483-5p				-0.12	-0.20	N/A
UCK2	ENST00000372212.4	uridine-cytidine kinase 2 	437	2	0	2	0	0	mmu-miR-483-5p				-0.12	-0.62	N/A
STEAP2	ENST00000287908.3	STEAP family member 2, metalloreductase 	266	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
ARHGAP32	ENST00000524655.1	Rho GTPase activating protein 32 	13	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
EIF3A	ENST00000369144.3	eukaryotic translation initiation factor 3, subunit A 	638	1	0	0	1	0	mmu-miR-483-5p				-0.12	-0.17	N/A
ERN1	ENST00000433197.3	endoplasmic reticulum to nucleus signaling 1 	182	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
PRX	ENST00000291825.7	periaxin 	17	1	0	0	1	0	mmu-miR-483-5p				-0.12	-0.12	N/A
MAPK4	ENST00000592595.1	mitogen-activated protein kinase 4 	77	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
PRPF4B	ENST00000337659.6	pre-mRNA processing factor 4B 	602	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.16	N/A
FLNC	ENST00000346177.6	filamin C, gamma 	12414	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
GLTSCR1L	ENST00000314073.5	GLTSCR1-like 	59	1	0	1	0	0	mmu-miR-483-5p				-0.12	-0.12	N/A
ITGA2	ENST00000296585.5	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	50	1	0	0	1	0	mmu-miR-483-5p				-0.12	-0.12	N/A
GPR124	ENST00000315215.7	G protein-coupled receptor 124 	72	1	0	0	1	0	mmu-miR-483-5p				-0.12	-0.12	N/A
PSEN1	ENST00000344094.3	presenilin 1 	1340	1	0	0	1	0	mmu-miR-483-5p				-0.11	-0.19	N/A
ARHGEF9	ENST00000253401.6	Cdc42 guanine nucleotide exchange factor (GEF) 9 	13	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.11	N/A
SPRN	ENST00000414069.2	shadow of prion protein homolog (zebrafish) 	5	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.11	N/A
NFASC	ENST00000401399.1	neurofascin 	10	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.11	N/A
CCDC142	ENST00000393965.3	coiled-coil domain containing 142 	8	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.31	N/A
SSH1	ENST00000360239.3	slingshot protein phosphatase 1 	115	1	1	0	0	0	mmu-miR-483-5p				-0.11	-0.22	N/A
C17orf82	ENST00000335108.2	chromosome 17 open reading frame 82 	10	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.24	N/A
FBXO32	ENST00000517956.1	F-box protein 32 	500	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.27	N/A
TMEM87B	ENST00000283206.4	transmembrane protein 87B 	219	1	0	1	0	0	mmu-miR-483-5p				-0.11	-0.13	N/A
ZNF862	ENST00000223210.4	zinc finger protein 862 	7	1	0	0	1	0	mmu-miR-483-5p				-0.11	-0.11	N/A
SIM2	ENST00000290399.6	single-minded homolog 2 (Drosophila) 	108	1	0	0	1	1	mmu-miR-483-5p				-0.11	-0.27	N/A
BICC1	ENST00000373886.3	bicaudal C homolog 1 (Drosophila) 	165	1	0	0	1	0	mmu-miR-483-5p				-0.10	-0.10	N/A
CALCOCO1	ENST00000548263.1	calcium binding and coiled-coil domain 1 	68	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.30	N/A
MYO1A	ENST00000300119.3	myosin IA 	106	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.22	N/A
ATXN1L	ENST00000427980.2	ataxin 1-like 	12	1	0	0	1	0	mmu-miR-483-5p				-0.10	-0.10	N/A
CDYL2	ENST00000570137.2	chromodomain protein, Y-like 2 	239	1	0	1	0	1	mmu-miR-483-5p				-0.10	-0.13	N/A
SEPHS1	ENST00000545675.1	selenophosphate synthetase 1 	281	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.17	N/A
ESR2	ENST00000557772.1	estrogen receptor 2 (ER beta) 	5	1	0	0	1	0	mmu-miR-483-5p				-0.10	-0.10	N/A
SNX13	ENST00000409389.1	sorting nexin 13 	100	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.10	N/A
AAK1	ENST00000409085.4	AP2 associated kinase 1 	27	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.10	N/A
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.10	N/A
FSTL4	ENST00000265342.7	follistatin-like 4 	60	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.15	N/A
RGP1	ENST00000378078.4	RGP1 retrograde golgi transport homolog (S. cerevisiae) 	203	2	0	1	1	0	mmu-miR-483-5p				-0.10	-0.37	N/A
FBXO48	ENST00000377957.3	F-box protein 48 	13	1	0	1	0	0	mmu-miR-483-5p				-0.10	-0.26	N/A
RNF165	ENST00000269439.7	ring finger protein 165 	18	1	0	1	0	1	mmu-miR-483-5p				-0.09	-0.09	N/A
KIAA1755	ENST00000279024.4	KIAA1755 	5	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.09	N/A
UBE2QL1	ENST00000399816.3	ubiquitin-conjugating enzyme E2Q family-like 1 	10	1	1	0	0	1	mmu-miR-483-5p				-0.09	-0.59	N/A
KIAA0586	ENST00000423743.3	KIAA0586 	95	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.15	N/A
DST	ENST00000312431.6	dystonin 	439	1	0	1	0	3	mmu-miR-483-5p				-0.09	-0.09	N/A
PHF12	ENST00000577226.1	PHD finger protein 12 	307	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.09	N/A
AGO4	ENST00000373210.3	argonaute RISC catalytic component 4 	96	1	0	0	1	0	mmu-miR-483-5p				-0.09	-0.13	N/A
CACNA1I	ENST00000402142.3	calcium channel, voltage-dependent, T type, alpha 1I subunit 	5	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.09	N/A
FAM171B	ENST00000304698.5	family with sequence similarity 171, member B 	5	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.09	N/A
TET3	ENST00000409262.3	tet methylcytosine dioxygenase 3 	1437	2	0	2	0	2	mmu-miR-483-5p				-0.09	-0.09	N/A
SCN1A	ENST00000423058.2	sodium channel, voltage-gated, type I, alpha subunit 	21	2	0	2	0	0	mmu-miR-483-5p				-0.09	-0.20	N/A
KIAA1644	ENST00000381176.4	KIAA1644 	10	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.18	N/A
ANKRD45	ENST00000333279.2	ankyrin repeat domain 45 	10	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.18	N/A
RARG	ENST00000425354.2	retinoic acid receptor, gamma 	21	1	0	1	0	0	mmu-miR-483-5p				-0.09	-0.09	N/A
IREB2	ENST00000258886.8	iron-responsive element binding protein 2 	1096	1	0	0	1	0	mmu-miR-483-5p				-0.09	-0.14	N/A
TRIM33	ENST00000358465.2	tripartite motif containing 33 	201	1	0	0	1	0	mmu-miR-483-5p				-0.08	-0.14	N/A
CEP170B	ENST00000414716.3	centrosomal protein 170B 	326	1	0	1	0	0	mmu-miR-483-5p				-0.08	-0.08	N/A
PPP1R7	ENST00000234038.6	protein phosphatase 1, regulatory subunit 7 	119	1	0	0	1	0	mmu-miR-483-5p				-0.08	-0.33	N/A
ASB1	ENST00000264607.4	ankyrin repeat and SOCS box containing 1 	408	1	0	0	1	0	mmu-miR-483-5p				-0.08	-0.18	N/A
PDZD2	ENST00000438447.1	PDZ domain containing 2 	5	1	0	1	0	0	mmu-miR-483-5p				-0.08	-0.08	N/A
IFFO2	ENST00000455833.2	intermediate filament family orphan 2 	139	1	0	0	1	0	mmu-miR-483-5p				-0.08	-0.09	N/A
LRCH4	ENST00000310300.6	leucine-rich repeats and calponin homology (CH) domain containing 4 	248	1	0	1	0	0	mmu-miR-483-5p				-0.08	-0.28	N/A
SLC7A1	ENST00000380752.5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 	338	1	0	1	0	0	mmu-miR-483-5p				-0.08	-0.09	N/A
SETBP1	ENST00000282030.5	SET binding protein 1 	77	1	0	0	1	1	mmu-miR-483-5p				-0.08	-0.09	N/A
JPH3	ENST00000284262.2	junctophilin 3 	318	1	0	1	0	0	mmu-miR-483-5p				-0.07	-0.07	N/A
TIA1	ENST00000433529.2	TIA1 cytotoxic granule-associated RNA binding protein 	1370	1	1	0	0	0	mmu-miR-483-5p				-0.07	-0.34	N/A
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	1	0	0	mmu-miR-483-5p				-0.07	-0.08	N/A
SIX4	ENST00000216513.4	SIX homeobox 4 	94	1	0	1	0	0	mmu-miR-483-5p				-0.07	-0.11	N/A
CD47	ENST00000361309.5	CD47 molecule 	520	1	0	0	1	0	mmu-miR-483-5p				-0.07	-0.20	N/A
KIF6	ENST00000287152.7	kinesin family member 6 	12	1	0	1	0	0	mmu-miR-483-5p				-0.07	-0.17	N/A
RRP15	ENST00000366932.3	ribosomal RNA processing 15 homolog (S. cerevisiae) 	243	1	0	1	0	1	mmu-miR-483-5p				-0.07	-0.23	N/A
STAT5B	ENST00000293328.3	signal transducer and activator of transcription 5B 	329	1	0	0	1	0	mmu-miR-483-5p				-0.07	-0.17	N/A
SENP8	ENST00000544411.1	SUMO/sentrin specific peptidase family member 8 	80	1	0	1	0	0	mmu-miR-483-5p				-0.07	-0.31	N/A
GPRC5A	ENST00000014914.5	G protein-coupled receptor, family C, group 5, member A 	341	1	0	1	0	1	mmu-miR-483-5p				-0.07	-0.35	N/A
NKX6-2	ENST00000368592.5	NK6 homeobox 2 	17	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.32	N/A
C12orf4	ENST00000261250.3	chromosome 12 open reading frame 4 	37	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.27	N/A
ATXN1	ENST00000244769.4	ataxin 1 	106	1	0	0	1	0	mmu-miR-483-5p				-0.06	-0.09	N/A
SRGAP1	ENST00000355086.3	SLIT-ROBO Rho GTPase activating protein 1 	64	1	0	1	0	1	mmu-miR-483-5p				-0.06	-0.10	N/A
TCEANC2	ENST00000234827.1	transcription elongation factor A (SII) N-terminal and central domain containing 2 	78	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.30	N/A
GPR161	ENST00000367838.1	G protein-coupled receptor 161 	1712	1	0	0	1	0	mmu-miR-483-5p				-0.06	-0.07	N/A
CHD5	ENST00000262450.3	chromodomain helicase DNA binding protein 5 	5	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.06	N/A
GJB1	ENST00000374022.3	gap junction protein, beta 1, 32kDa 	96	1	0	0	1	0	mmu-miR-483-5p				-0.06	-0.29	N/A
RUNX1	ENST00000344691.4	runt-related transcription factor 1 	182	1	0	0	1	0	mmu-miR-483-5p				-0.06	-0.19	N/A
AJAP1	ENST00000378191.4	adherens junctions associated protein 1 	5	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.06	N/A
SNX33	ENST00000308527.5	sorting nexin 33 	148	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.07	N/A
KIF21B	ENST00000332129.2	kinesin family member 21B 	12	1	0	1	0	1	mmu-miR-483-5p				-0.06	-0.06	N/A
SEPT8	ENST00000378706.1	septin 8 	199	1	0	1	0	0	mmu-miR-483-5p				-0.06	-0.13	N/A
DDHD1	ENST00000323669.5	DDHD domain containing 1 	103	1	0	1	0	1	mmu-miR-483-5p				-0.06	-0.22	N/A
PPM1A	ENST00000395076.4	protein phosphatase, Mg2+/Mn2+ dependent, 1A 	412	1	0	1	0	1	mmu-miR-483-5p				-0.06	-0.32	N/A
NAA38	ENST00000249299.2	N(alpha)-acetyltransferase 38, NatC auxiliary subunit 	458	1	0	0	1	0	mmu-miR-483-5p				-0.06	-0.25	N/A
EFTUD2	ENST00000426333.2	elongation factor Tu GTP binding domain containing 2 	3704	1	0	1	0	1	mmu-miR-483-5p				-0.06	-0.36	N/A
NFIX	ENST00000360105.4	nuclear factor I/X (CCAAT-binding transcription factor) 	24	2	0	2	0	0	mmu-miR-483-5p				-0.06	-0.29	N/A
SLC15A2	ENST00000489711.1	solute carrier family 15 (oligopeptide transporter), member 2 	21	1	0	0	1	0	mmu-miR-483-5p				-0.06	-0.17	N/A
TOMM20	ENST00000366607.4	translocase of outer mitochondrial membrane 20 homolog (yeast) 	674	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.20	N/A
IGF2BP1	ENST00000290341.3	insulin-like growth factor 2 mRNA binding protein 1 	460	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.08	N/A
FRS2	ENST00000550389.1	fibroblast growth factor receptor substrate 2 	176	1	0	0	1	1	mmu-miR-483-5p				-0.05	-0.13	N/A
SUB1	ENST00000265073.4	SUB1 homolog (S. cerevisiae) 	242	1	0	0	1	1	mmu-miR-483-5p				-0.05	-0.26	N/A
GCNT4	ENST00000322348.4	glucosaminyl (N-acetyl) transferase 4, core 2 	19	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.23	N/A
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.05	N/A
LANCL3	ENST00000378621.3	LanC lantibiotic synthetase component C-like 3 (bacterial) 	15	1	0	0	1	0	mmu-miR-483-5p				-0.05	-0.15	N/A
ADAMTS15	ENST00000299164.2	ADAM metallopeptidase with thrombospondin type 1 motif, 15 	18	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.19	N/A
NRG2	ENST00000394770.1	neuregulin 2 	9	1	0	1	0	1	mmu-miR-483-5p				-0.05	-0.20	N/A
PYGO2	ENST00000368457.2	pygopus homolog 2 (Drosophila) 	35	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.20	N/A
TRIM71	ENST00000383763.5	tripartite motif containing 71, E3 ubiquitin protein ligase 	67	1	1	0	0	1	mmu-miR-483-5p				-0.05	-0.07	N/A
ZMYND11	ENST00000381591.1	zinc finger, MYND-type containing 11 	43	2	0	1	1	1	mmu-miR-483-5p				-0.05	-0.34	N/A
TMEM164	ENST00000372073.1	transmembrane protein 164 	711	1	0	1	0	0	mmu-miR-483-5p				-0.05	-0.05	N/A
TRIM45	ENST00000256649.4	tripartite motif containing 45 	99	1	0	0	1	0	mmu-miR-483-5p				-0.05	-0.22	N/A
C10orf76	ENST00000370033.4	chromosome 10 open reading frame 76 	273	1	0	0	1	1	mmu-miR-483-5p				-0.05	-0.24	N/A
MRPS21	ENST00000309092.7	mitochondrial ribosomal protein S21 	1121	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.36	N/A
RAB11FIP1	ENST00000287263.4	RAB11 family interacting protein 1 (class I) 	106	1	0	0	1	0	mmu-miR-483-5p				-0.04	-0.16	N/A
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	1	0	1	0	2	mmu-miR-483-5p				-0.04	-0.05	N/A
RIMBP2	ENST00000261655.4	RIMS binding protein 2 	7	1	0	1	0	1	mmu-miR-483-5p				-0.04	-0.04	N/A
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.21	N/A
GALNT5	ENST00000259056.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5) 	462	1	0	0	1	0	mmu-miR-483-5p				-0.04	-0.23	N/A
ZNF570	ENST00000388801.3	zinc finger protein 570 	12	1	0	0	1	0	mmu-miR-483-5p				-0.04	-0.35	N/A
GJC1	ENST00000426548.1	gap junction protein, gamma 1, 45kDa 	195	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.22	N/A
SLC8B1	ENST00000552014.1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 	34	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.28	N/A
SLC25A16	ENST00000609923.1	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16 	206	1	0	0	1	0	mmu-miR-483-5p				-0.04	-0.25	N/A
MBNL3	ENST00000370839.3	muscleblind-like splicing regulator 3 	593	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.20	N/A
C1orf56	ENST00000368926.5	chromosome 1 open reading frame 56 	75	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.29	N/A
VAV2	ENST00000406606.3	vav 2 guanine nucleotide exchange factor 	477	1	0	0	1	0	mmu-miR-483-5p				-0.04	-0.13	N/A
SMUG1	ENST00000505128.1	single-strand-selective monofunctional uracil-DNA glycosylase 1 	242	1	0	1	0	0	mmu-miR-483-5p				-0.04	-0.21	N/A
RAI1	ENST00000353383.1	retinoic acid induced 1 	277	1	0	1	0	0	mmu-miR-483-5p				-0.03	-0.03	N/A
MAML1	ENST00000292599.3	mastermind-like 1 (Drosophila) 	910	1	0	0	1	0	mmu-miR-483-5p				-0.03	-0.03	N/A
PANK2	ENST00000497424.1	pantothenate kinase 2 	1244	1	1	0	0	0	mmu-miR-483-5p				-0.03	-0.78	N/A
ADARB1	ENST00000539173.1	adenosine deaminase, RNA-specific, B1 	860	2	1	1	0	1	mmu-miR-483-5p				-0.03	-0.47	N/A
OBFC1	ENST00000224950.3	oligonucleotide/oligosaccharide-binding fold containing 1 	184	1	0	1	0	2	mmu-miR-483-5p				-0.03	-0.26	N/A
FBRSL1	ENST00000434748.2	fibrosin-like 1 	778	1	1	0	0	0	mmu-miR-483-5p				-0.03	-0.39	N/A
C12orf52	ENST00000548278.1	chromosome 12 open reading frame 52 	1319	1	0	0	1	0	mmu-miR-483-5p				-0.03	-0.26	N/A
INF2	ENST00000392634.4	inverted formin, FH2 and WH2 domain containing 	484	1	1	0	0	0	mmu-miR-483-5p				-0.03	-0.34	N/A
TMEM11	ENST00000317635.5	transmembrane protein 11 	223	1	0	1	0	0	mmu-miR-483-5p				-0.03	-0.30	N/A
ZBTB40	ENST00000404138.1	zinc finger and BTB domain containing 40 	124	1	0	1	0	0	mmu-miR-483-5p				-0.03	-0.14	N/A
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	1	0	0	1	0	mmu-miR-483-5p				-0.03	-0.22	N/A
SERPINA4	ENST00000555095.1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4 	203	1	1	0	0	0	mmu-miR-483-5p				-0.03	-0.38	N/A
PIAS1	ENST00000249636.6	protein inhibitor of activated STAT, 1 	368	1	0	1	0	0	mmu-miR-483-5p				-0.03	-0.19	N/A
CASKIN2	ENST00000321617.3	CASK interacting protein 2 	92	1	0	0	1	0	mmu-miR-483-5p				-0.03	-0.20	N/A
FOXP2	ENST00000408937.3	forkhead box P2 	169	1	0	0	1	0	mmu-miR-483-5p				-0.02	-0.19	N/A
HDAC4	ENST00000345617.3	histone deacetylase 4 	48	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.06	N/A
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
LIG3	ENST00000378526.4	ligase III, DNA, ATP-dependent 	554	2	0	2	0	0	mmu-miR-483-5p				-0.02	-0.49	N/A
SEL1L	ENST00000336735.4	sel-1 suppressor of lin-12-like (C. elegans) 	1271	1	0	1	0	1	mmu-miR-483-5p				-0.02	-0.03	N/A
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	1	0	0	1	0	mmu-miR-483-5p				-0.02	-0.21	N/A
ADAM10	ENST00000260408.3	ADAM metallopeptidase domain 10 	385	1	1	0	0	0	mmu-miR-483-5p				-0.02	-0.53	N/A
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.23	N/A
RAPGEF2	ENST00000264431.4	Rap guanine nucleotide exchange factor (GEF) 2 	484	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
MARS	ENST00000262027.5	methionyl-tRNA synthetase 	16214	1	0	0	1	0	mmu-miR-483-5p				-0.02	-0.28	N/A
NHP2	ENST00000314397.4	NHP2 ribonucleoprotein 	77	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.41	N/A
SCIN	ENST00000297029.5	scinderin 	23	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.23	N/A
TOX	ENST00000361421.1	thymocyte selection-associated high mobility group box 	139	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.20	N/A
IDE	ENST00000265986.6	insulin-degrading enzyme 	446	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.21	N/A
SLC2A12	ENST00000275230.5	solute carrier family 2 (facilitated glucose transporter), member 12 	136	1	0	0	1	0	mmu-miR-483-5p				-0.02	-0.17	N/A
TMEM120B	ENST00000449592.2	transmembrane protein 120B 	60	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.26	N/A
AGAP1	ENST00000304032.8	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 	109	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
KDM6B	ENST00000254846.5	lysine (K)-specific demethylase 6B 	8	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
TBC1D2B	ENST00000409931.3	TBC1 domain family, member 2B 	5	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
RP11-1055B8.7	ENST00000307745.7	BAH and coiled-coil domain-containing protein 1  	247	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
DCAF5	ENST00000341516.5	DDB1 and CUL4 associated factor 5 	120	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.14	N/A
SEPSECS	ENST00000302922.3	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase 	279	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
MRPL30	ENST00000338148.3	mitochondrial ribosomal protein L30 	246	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.30	N/A
C2orf15	ENST00000512183.2	chromosome 2 open reading frame 15 	246	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.30	N/A
EXOSC3	ENST00000396521.3	exosome component 3 	1657	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.38	N/A
SH3GLB1	ENST00000370558.4	SH3-domain GRB2-like endophilin B1 	3418	1	1	0	0	0	mmu-miR-483-5p				-0.02	-0.39	N/A
NOP9	ENST00000396802.3	NOP9 nucleolar protein 	353	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.03	N/A
ATP9A	ENST00000311637.5	ATPase, class II, type 9A 	1511	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
XRRA1	ENST00000527087.1	X-ray radiation resistance associated 1 	136	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.26	N/A
ZFHX3	ENST00000268489.5	zinc finger homeobox 3 	57	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
PLEKHA7	ENST00000531066.1	pleckstrin homology domain containing, family A member 7 	40	1	0	1	0	0	mmu-miR-483-5p				-0.02	-0.02	N/A
LGALSL	ENST00000409537.2	lectin, galactoside-binding-like 	334	1	0	0	1	0	mmu-miR-483-5p				-0.02	-0.18	N/A
